Datetime,Tweet Id,Text,Username
2021-10-21 22:16:13+00:00,1451311388962471940,"Sadly, over the last 24 hrs, 8 new deaths were reported to Alberta Health. My condolences to everyone grieving the loss of these ABs, &amp; others lost to any cause. The majority of ABs ending up in hospital, requiring care in the ICU, or dying from COVID-19, are unvaccinated. (3/9) https://t.co/YXfxJwTpq8",CMOH_Alberta
2021-10-21 22:16:12+00:00,1451311385023954947,"There are currently 912 people being treated for COVID-19 in hospital, incl. 201 in ICU. We continue to see these numbers declining, but it’s important to remember that this takes time, and could reverse quickly if we’re not careful. (2/9) https://t.co/i3jjY1dCSK",CMOH_Alberta
2021-10-21 22:16:11+00:00,1451311378485202947,"Here is a summary of today’s #COVID19AB update: Over the last 24 hours, we identified 770 new cases of COVID-19, and completed about 11.8K tests. Our positivity rate was about 6.5%. (1/9)",CMOH_Alberta
2021-10-21 16:34:18+00:00,1451225340899123205,"There will be a #COVID19AB update today at 3:30 pm.
Join virtually:
➡️Online: https://t.co/lmibh3hDJV
➡️Twitter: https://t.co/Yru946fHfx
A video &amp; transcript for today can be found at: https://t.co/fNqBdKEUzs",CMOH_Alberta
2021-10-20 21:41:02+00:00,1450940145729953794,"A reminder - if you choose to provide a negative COVID test to access a business/service participating in the Restrictions Exemption Program, it must be done privately. Getting fully vaccinated is free &amp; will help protect you against COVID-19. https://t.co/PGM76U1VFg (5/5)",CMOH_Alberta
2021-10-20 21:41:02+00:00,1450940144199086081,"I know the current restrictions can be challenging for Albertans, but our efforts are making a difference. Please continue to follow all measures to keep driving cases and hospitalizations downward. https://t.co/yWkcrIMkv8 (4/5)",CMOH_Alberta
2021-10-20 21:41:01+00:00,1450940142429130755,"Sadly, 18 new deaths related to COVID-19 were also reported to Alberta Health in the last 24 hours. Of these, 72% were unvaccinated. I extend my sincere condolences to all who are grieving a loved one today. (3/5) https://t.co/P3PxHIOnOj",CMOH_Alberta
2021-10-20 21:41:00+00:00,1450940138633273350,"There are now 928 people in hospital due to COVID-19. Of the 725 non-ICU, 70.7% are unvaccinated or partially vaccinated. Of the 203 in ICU, 90.1% are unvaccinated or partially vaccinated. (2/5) https://t.co/mWvDPLfMCu",CMOH_Alberta
2021-10-20 21:40:59+00:00,1450940134963261449,"Here is a summary of the latest #COVID19AB numbers: Over the past 24 hours, we ID’d 786 new cases &amp; completed about 12.1K tests. Complete, up-to-date data can be found here. https://t.co/ZXjL7BpnF2 (1/5)",CMOH_Alberta
2021-10-19 23:13:41+00:00,1450601074574901248,Our collective efforts are making a difference. Let’s keep it up and continue following the health measures &amp; looking for ways to limit in-person interactions. Together we can ease pressure on our healthcare system so all ABs can get the care they need. (10/10),CMOH_Alberta
2021-10-19 23:13:41+00:00,1450601073304027139,"It’s been a long and hard pandemic for everyone, but especially for continuing care facility residents, operators, staff, and visitors.  I want to thank you all for once again adapting &amp; following new requirements to keep our most vulnerable ABs safe. (9/10)",CMOH_Alberta
2021-10-19 23:13:41+00:00,1450601071999598603,"I will also reinforce that operators have the authority to implement additional mandatory measures as appropriate in consultation with residents &amp; families, including requirements for proof of vaccination or rapid testing for visitors. (8/10)",CMOH_Alberta
2021-10-19 23:13:40+00:00,1450601070632243202,These changes will help prevent the virus from entering these facilities. I will also be sending out a letter encouraging families &amp; friends who are not fully vaccinated to not visit in person. Fully vaccinated ABs can continue to visit as often as they wish. (7/10),CMOH_Alberta
2021-10-19 23:13:40+00:00,1450601069260718080,"All residents, regardless of vaccination status, must be quarantined temporarily when being admitted to a facility from acute care, or returning home from a hospital stay longer than 24hrs. Quarantine will last until they receive a negative PCR test. (6/10)",CMOH_Alberta
2021-10-19 23:13:40+00:00,1450601067838951426,"Starting Oct. 25, all continuing care facility visitors will be req’d to wear a mask in all indoor areas including residents’ rooms. The only exception will be if there are significant communication challenges such as a resident being hard of hearing or having dementia. (5/10",CMOH_Alberta
2021-10-19 23:13:39+00:00,1450601066538618880,"Sadly, over the last 24 hours, 12 new deaths were reported to Alberta Health. My deepest sympathies are with the family and friends of these individuals, and anyone else who has lost a loved one to any cause, as they mourn their loss. (4/10)",CMOH_Alberta
2021-10-19 23:13:39+00:00,1450601064789680135,"We continue to see a modest decline in hospitalizations. There are currently 964 people being treated for COVID-19 in hospital, including 218 in ICU. Pressure is easing a little on our health-care system, but we still have a very long way to go. (3/10) https://t.co/PTeshxeaws",CMOH_Alberta
2021-10-19 23:13:38+00:00,1450601060805054467,"Over the last 24 hrs, we ID’d 531 new cases of COVID-19, and completed about 8K tests. Our positivity rate was about 6.7%. There are currently active alerts or outbreaks in 315 schools. Of these, 4 schools are on outbreak. (2/10) https://t.co/Vfv0nBBdmP",CMOH_Alberta
2021-10-19 23:13:37+00:00,1450601056480735234,"Here is a summary of today’s #COVID19AB update: I want to remind businesses &amp; organizations participating in the Restrictions Exemption Program that proof of vaccination from out-of-province, military or First Nations health clinics are valid for entry. (1/10)",CMOH_Alberta
2021-10-19 16:41:33+00:00,1450502388603891712,"There will be a #COVID19AB update today at 4:30 pm.
Join virtually:
➡️Online: https://t.co/lmibh3hDJV
➡️Twitter: https://t.co/Yru946fHfx
A video &amp; transcript for today can be found at: https://t.co/fNqBdKEUzs",CMOH_Alberta
2021-10-18 22:23:15+00:00,1450225993071927299,"Please follow all public health measures in place and if you haven’t already done so, get fully vaccinated as soon as possible. Book your shot today at: https://t.co/NwxWObjVBt (5/5)",CMOH_Alberta
2021-10-18 22:23:14+00:00,1450225991486431233,These deaths are a sad reminder that we need to continue to do all we can to safeguard ourselves and our healthcare system against the far-reaching impacts of COVID-19 by reducing opportunities for the virus to spread. (4/5),CMOH_Alberta
2021-10-18 22:23:14+00:00,1450225989531934724,"Sadly, 30 new deaths related to COVID-19 that occurred over 11 days, were also reported to Alberta Health in the last 72 hours. I extend my sincere condolences to all who are grieving today. (3/5) https://t.co/ThzuSmJvCO",CMOH_Alberta
2021-10-18 22:23:13+00:00,1450225986386239488,"Over the past 24 hours, we ID’d 607 new cases &amp; completed about 7.2K tests. On Oct. 16, we ID’d 791 new cases from about 11.4K tests. On Oct. 15, 783 new cases were ID’d from about 11.6K tests. Complete, up-to-date data can be found here. https://t.co/ZXjL7BpnF2 (2/5)",CMOH_Alberta
2021-10-18 22:23:13+00:00,1450225984310026241,"Here is a summary of the latest #COVID19AB numbers: There are now 981 people in hospital due to COVID-19. Of the 756 non-ICU, 72.5% are unvaccinated or partially vaccinated. Of the 225 in ICU, 90.6% are unvaccinated or partially vaccinated. (1/5) https://t.co/GJnXgZSurP",CMOH_Alberta
2021-10-15 22:04:04+00:00,1449134004649791490,"COVID vaccines are safe, effective &amp; save lives. If you have not yet gotten your first or second dose, please do so right away. Book an appointment online at https://t.co/NwxWObjVBt (5/5)",CMOH_Alberta
2021-10-15 22:04:04+00:00,1449134002984689664,"We can help curb the spread by keeping gatherings small &amp; by visiting outdoors. Remember private indoor gatherings are limited to 10 vaccinated ppl from a max. 2 households, w/no restrictions for those under 12. For more info visit: https://t.co/yWkcrIMkv8",CMOH_Alberta
2021-10-15 22:04:04+00:00,1449134001516687360,"Sadly, 16 new deaths related to COVID-19 were also reported to Alberta Health in the last 24 hours. Of these, 75% were unvaccinated. I extend my sincere condolences to all who are grieving today. (3/5)",CMOH_Alberta
2021-10-15 22:04:03+00:00,1449133999725625345,"Over the past 24 hours, we ID’d 1,051 new cases &amp; completed about 14K tests. Complete, up-to-date data can be found here. https://t.co/ZXjL7BpnF2 (2/5) https://t.co/ryoBNlHdBO",CMOH_Alberta
2021-10-15 22:04:02+00:00,1449133995489382400,https://t.co/heIpDPHShv,CMOH_Alberta
2021-10-15 22:04:01+00:00,1449133991064375298,"Here is a summary of the latest #COVID19AB numbers: There are now 1,000 people in hospital due to COVID-19. Of the 771 non-ICU, 73.3% are unvaccinated or partially vaccinated. Of the 229 in ICU, 89.5% are unvaccinated or partially vaccinated. (1/5)",CMOH_Alberta
2021-10-15 00:47:32+00:00,1448812750621134854,"I urge every eligible Albertan to get COVID-19 and influenza vaccines as soon as you are able. By doing so, you are helping keep families, friends &amp; neighbours healthy. And you’re allowing hospitals to focus on treating the sickest among us, incl those w/COVID-19. (9/9)",CMOH_Alberta
2021-10-15 00:47:31+00:00,1448812748209491968,"While influenza &amp; COVID-19 are very different illnesses, several symptoms are the same. Good hygiene such as washing hands, physical distancing, staying home when sick &amp; wearing masks are effective in preventing the spread of both. (8/9)",CMOH_Alberta
2021-10-15 00:47:30+00:00,1448812746233892867,Our influenza vaccination campaign starts on Mon. &amp; we’ll release info Fri. on how to book appts. These vaccinations are free for all Albertans 6 months+. Scientific &amp; medical reviews have determined it is safe to get your COVID-19 &amp; influenza vaccines at the same time. (7/9),CMOH_Alberta
2021-10-15 00:47:30+00:00,1448812743797084169,"Sadly, 30 new deaths were reported to Alberta Health in the last 24 hours. This is another tragically high total. As we have seen before, most of these deaths involve those who are not fully vaccinated. All of these people’s lives mattered and they will all be missed. (6/9) https://t.co/nLNe1HC8XP",CMOH_Alberta
2021-10-15 00:47:29+00:00,1448812739040743454,"Over the last 24hrs we ID’d 916 new cases &amp; completed about 12.7K tests. Our positivity rate was about 7.5%. There are currently active alerts or outbreaks in 342 schools - 8 on outbreak. There are currently 1,016 ppl being treated for COVID-19 in hosp, incl 231 in ICU. https://t.co/D2mAKXWoZP",CMOH_Alberta
2021-10-15 00:47:27+00:00,1448812732271104001,"Going forward, we will not publicly report COVID deaths in anyone under 18 until a review has been completed. (4/9)",CMOH_Alberta
2021-10-15 00:47:27+00:00,1448812730392088585,"It also includes cases w/a recent COVID diagnosis where cause of death is under investigation. If there's uncertainty, the case is reviewed. These reviews are always done in cases of uncertainty, so the overall #s we’ve been reporting remain accurate as possible. (3/9)",CMOH_Alberta
2021-10-15 00:47:26+00:00,1448812728454303747,"We attempt to be as timely &amp; transparent as possible when identifying &amp; reporting deaths due to COVID-19. Our reporting always includes all deaths where COVID is a primary or secondary cause, according to the healthcare teams involved. (2/9)",CMOH_Alberta
2021-10-15 00:47:26+00:00,1448812726252228609,Here is a summary of today’s #COVID19AB update: I would like to apologize to the family of the 14-year-old I spoke about on Tues. The pain of losing a child is terrible enough without having that loss compounded by a public debate about the circumstances. (1/9),CMOH_Alberta
2021-10-14 17:20:47+00:00,1448700325335011328,"There will be a #COVID19AB update today at 3:30 pm.
Join virtually:
➡️Online: https://t.co/lmibh3hDJV
➡️Twitter: https://t.co/Yru946fHfx
A video &amp; transcript for today can be found at: https://t.co/fNqBdKEUzs",CMOH_Alberta
2021-10-13 21:50:19+00:00,1448405765044191234,"Vaccines are safe, effective &amp; save lives. If you have not yet gotten your first or second dose, please do so right away. Book your shot today at https://t.co/NwxWObjVBt (5/5)",CMOH_Alberta
2021-10-13 21:50:18+00:00,1448405763597213703,"I’d like to remind everyone that we all have the ability to take small actions every day that will benefit our communities. The most important thing we can do is to get vaccinated, and stay home if we’re feeling even a little bit unwell. (4/5)",CMOH_Alberta
2021-10-13 21:50:18+00:00,1448405762083106817,"Sadly, 38 new deaths related to COVID-19 that occurred over six days, were also reported to Alberta Health in the last 24 hours. I extend my sincere condolences to all who are grieving today. (3/5)",CMOH_Alberta
2021-10-13 21:50:17+00:00,1448405759851646976,"Over the past 24 hours, we ID’d 652 new cases &amp; completed about 8.6K tests. Complete, up-to-date data can be found here. https://t.co/ZXjL7BpnF2 (2/5) https://t.co/ZP3HloQqzK",CMOH_Alberta
2021-10-13 21:50:16+00:00,1448405755959390212,"Here is a summary of the latest #COVID19AB numbers: There are now 1,027 people in hospital due to COVID-19. Of the 791 non-ICU, 73.4% are unvaccinated or partially vaccinated. Of the 236 in ICU, 91% are unvaccinated or partially vaccinated. (1/5) https://t.co/hySbuJDqRD",CMOH_Alberta
2021-10-12 23:14:33+00:00,1448064576759681027,"These actions may seem small, but together, they are the difference between cases rising &amp; falling, the difference between having to cancel elective surgeries &amp; getting people procedures they need, &amp; the difference between saving lives &amp; losing more ABs to COVID-19. (11/11)",CMOH_Alberta
2021-10-12 23:14:33+00:00,1448064575396630533,"If they need assistance making or getting to the appointment, please help them out. If you know someone who is hesitant to the get the shot, share your own experience and reasons for being vaccinated and encourage them to speak to a health-care professional. (10/11)",CMOH_Alberta
2021-10-12 23:14:32+00:00,1448064573987344388,"If you have a friend/family member that is an AB age 75+, a First Nations, Métis or Inuit individual age 65+, a resident of a seniors’ congregate care facility, or age 12+ with an eligible immunocompromising condition, encourage them to book their third dose today. (9/11)",CMOH_Alberta
2021-10-12 23:14:32+00:00,1448064572737396737,"We need to do everything we can to limit the spread of COVID-19 in our province. That includes following the public health measures, regardless of our vaccination status or where we live. It also includes getting fully vaccinated &amp; encouraging others to do the same. (8/11)",CMOH_Alberta
2021-10-12 23:14:31+00:00,1448064568606003205,"And, sadly, people continue to die due to COVID-19. Since Friday, an average of 8 new deaths/day were reported to Alberta Health. I extend my condolences to the loved ones of all these individuals. (5/11)",CMOH_Alberta
2021-10-12 23:14:31+00:00,1448064567129608192,We have 148 more COVID patients in hospital than the peak of the 2nd wave and 59% more in ICU than the worst point of the 3rd wave. We’re seeing some declines but the virus is still spreading. Elective surgeries and procedures are still being cancelled or postponed. (4/11),CMOH_Alberta
2021-10-12 23:14:30+00:00,1448064565191774209,"But we are not yet through this 4th wave &amp; the effect it has on our health-care system. There are 1,053 people being treated for COVID-19 in hospital incl 242 in ICU. While it’s good news these numbers appear to have plateaued, they are still extremely high. (3/11) https://t.co/qMkJFGTRBt",CMOH_Alberta
2021-10-12 23:14:29+00:00,1448064561366642688,"There are active alerts/outbreaks in 464 schools - 13 on outbreak. Over the last few days, we’ve seen an encouraging decline in active cases &amp; a falling positivity rate. These are early signs the growing # of vaccinated ABs &amp; public health measures are having an impact. (2/11)",CMOH_Alberta
2021-10-12 23:14:29+00:00,1448064559454072835,"Here is a summary of today’s #COVID19AB update: On Oct, 8. we ID’d 1,085 new cases, Oct. 9 we ID’d 1,039 new cases &amp; 628 new cases on Oct. 10. Over the past 24 hrs we ID’d 606 new cases &amp; completed about 7.3K tests - our positivity rate was about 8.3%. (1/11) https://t.co/wfW1iJumxo",CMOH_Alberta
2021-10-12 18:04:34+00:00,1447986564873793541,"There will be a #COVID19AB update today at 3:30 pm.
Join virtually:
➡️Online: https://t.co/lmibh3hDJV
➡️Twitter: https://t.co/Yru946fHfx
A video &amp; transcript for today can be found at: https://t.co/fNqBdKEUzs",CMOH_Alberta
